Handle,Title,Body (HTML),Variant SKU,Variant Price,Image Src,Cost per item,Variant Image,Variant Fulfillment Service,Variant Inventory Policy,Variant Inventory Tracker,Google Shopping / Gender,Type,Vendor,Tags,Status,Published,product.metafields.custom.original_prodect_url
"grey_square_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-square-mens-sunglasses-gg1716-001-54_2.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_square_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-square-mens-sunglasses-gg1716-001-54_3.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_square_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-square-mens-sunglasses-gg1716-001-54_4.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_square_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-square-mens-sunglasses-gg1716-001-54_10.jpg?width=546&height=546","","","","","","","","","","","",""
"round_metal_full_color_legend_vintage_green_gradient_blue_men's_sunglasses","Ray-Ban, Round Metal Full Color Legend Vintage Green Gradient Blue Men's Sunglasses","Ray Ban Sunglasses. Series Round Metal Full Color Legend. Series number: RB3447JM. Color code: 9196BH. Shape: Round. Lens Width: 50 mm. Lens Bridge: 21 mm. Arm Length: 145 mm. 100% UV protection. Non-Polarized. Frame Material: Metal. Frame Color: Petroleum On Legend Gold. Lenses Type: Vintage Green Gradient Blue. Rim Style: Full-Rim. UPC/EAN code: 8056597446495. Ray Ban Round Metal Full Color Legend Vintage Green Gradient Blue Men's Sunglasses RB3447JM 9196BH 50.<br><br>All Ray Ban Eyewear may include Case/Pouch and may include a polishing cloth. Case size and color may vary.","RB3447JM 9196BH 50","597","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-full-color-legend-vintage-green-gradient-blue-mens-sunglasses-rb3447jm-9196bh-50.jpg?width=546&height=546","459.34","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-full-color-legend-vintage-green-gradient-blue-mens-sunglasses-rb3447jm-9196bh-50.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Ray-Ban, Round","Active","TRUE","https://www.jomashop.com/ray-ban-vintage-green-gradient-blue-round-mens-sunglasses-0rb3447jm-9196bh-50.html"
"round_metal_full_color_legend_vintage_green_gradient_blue_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-full-color-legend-vintage-green-gradient-blue-mens-sunglasses-rb3447jm-9196bh-50_2_full-bleed.jpg?width=546&height=546","","","","","","","","","","","",""
"round_metal_full_color_legend_vintage_green_gradient_blue_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-full-color-legend-vintage-green-gradient-blue-mens-sunglasses-rb3447jm-9196bh-50_3.jpg?width=546&height=546","","","","","","","","","","","",""
"round_metal_full_color_legend_vintage_green_gradient_blue_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-full-color-legend-vintage-green-gradient-blue-mens-sunglasses-rb3447jm-9196bh-50_4.jpg?width=546&height=546","","","","","","","","","","","",""
"round_metal_full_color_legend_vintage_green_gradient_blue_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-full-color-legend-vintage-green-gradient-blue-mens-sunglasses-rb3447jm-9196bh-50_5.jpg?width=546&height=546","","","","","","","","","","","",""
"round_metal_full_color_legend_vintage_green_gradient_blue_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-full-color-legend-vintage-green-gradient-blue-mens-sunglasses-rb3447jm-9196bh-50_10.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_square_men's_sunglasses","Fendi, Grey Square Men's Sunglasses","Fendi Sunglasses. Series number: FE40077I. Color code: 01A. Shape: Square. Lens Width: 51 mm. Lens Bridge: 20 mm. Arm Length: 145 mm. 100% UV protection. Non-Polarized. Frame Material: Acetate. Frame Color: Black. Lenses Type: Grey. Rim Style: Full-Rim. UPC/EAN code: 192337122897. Fendi Grey Square Men's Sunglasses FE40077I 01A 51. <br><br>Manufacturer's Packaging Included. Packaging Size And Color May Vary.","FE40077I 01A 51","1256","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/f/e/fendi-grey-square-mens-sunglasses-fe40077i-01a-51.jpg?width=546&height=546","966.49","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/f/e/fendi-grey-square-mens-sunglasses-fe40077i-01a-51.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Fendi","Active","TRUE","https://www.jomashop.com/fendi-grey-square-mens-sunglasses-fe40077i-01a-51.html"
"grey_square_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/f/e/fendi-grey-square-mens-sunglasses-fe40077i-01a-51_2.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_square_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/f/e/fendi-grey-square-mens-sunglasses-fe40077i-01a-51_3.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_square_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/f/e/fendi-grey-square-mens-sunglasses-fe40077i-01a-51_4.jpg?width=546&height=546","","","","","","","","","","","",""
"green_rectangular_men's_sunglasses","Ray-Ban, Green Rectangular Men's Sunglasses","Ray Ban Sunglasses. Series number: RB3498. Color code: 002/71. Color: Green. Size: 64-17. Shape: Rectangular. Lens Width: 64 mm. Lens Height: 39 mm. Lens Bridge: 17 mm. Arm Length: 135 mm. 100% UV Protection. Non-Polarized. Frame Material: Metal. Frame Color: Black. Lenses Type: Green. Rim Style: Full-Rim. UPC/EAN code: 713132582565. Ray Ban Green Rectangular Men's Sunglasses RB3498 002/71 64.<br><br>All Ray Ban Eyewear may include Case/Pouch and may include a polishing cloth. Case size and color may vary.","RB3498 002/71 64","477","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-green-rectangular-mens-sunglasses-rb3498-00271-64-rb3498-00271-64.jpg?width=546&height=546","367.46","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-green-rectangular-mens-sunglasses-rb3498-00271-64-rb3498-00271-64.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Ray-Ban, Active","Active","TRUE","https://www.jomashop.com/ray-ban-rb3498-002-71-64-17.html"
"green_rectangular_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-green-rectangular-mens-sunglasses-rb3498-00271-64-rb3498-00271-64_2_full-bleed.jpg?width=546&height=546","","","","","","","","","","","",""
"green_rectangular_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-green-rectangular-mens-sunglasses-rb3498-00271-64-rb3498-00271-64_3.jpg?width=546&height=546","","","","","","","","","","","",""
"green_rectangular_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-green-rectangular-mens-sunglasses-rb3498-00271-64-rb3498-00271-64_4.jpg?width=546&height=546","","","","","","","","","","","",""
"green_rectangular_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-green-rectangular-mens-sunglasses-rb3498-00271-64-rb3498-00271-64_10.jpg?width=546&height=546","","","","","","","","","","","",""
"round_metal_chromance_silver_brown_men's_sunglasses","Ray-Ban, Round Metal Chromance Silver Brown Men's Sunglasses","Ray Ban Sunglasses. Series Round Metal Chromance. Series number: RB3447. Color code: 001/G5. Shape: Round. Lens Width: 53 mm. Lens Bridge: 21 mm. Arm Length: 145 mm. 100% UV protection. Polarized. Frame Material: Metal. Frame Color: Polished Gold. Lenses Type: Silver Brown. Rim Style: Full-Rim. UPC/EAN code: 8056597965361. Ray Ban Round Metal Chromance Silver Brown Men's Sunglasses RB3447 001/G5 53.<br><br>All Ray Ban Eyewear may include Case/Pouch and may include a polishing cloth. Case size and color may vary.","RB3447 001/G5 53","754","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-chromance-silver-brown-mens-sunglasses-rb3447-001g5-53-rb3447-001g5-53.jpg?width=546&height=546","580.61","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-chromance-silver-brown-mens-sunglasses-rb3447-001g5-53-rb3447-001g5-53.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Ray-Ban, Round","Active","TRUE","https://www.jomashop.com/ray-ban-round-metal-chromance-silver-brown-round-mens-sunglasses-rb3447-001-g5-53.html"
"round_metal_chromance_silver_brown_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-chromance-silver-brown-mens-sunglasses-rb3447-001g5-53-rb3447-001g5-53_2_full-bleed.jpg?width=546&height=546","","","","","","","","","","","",""
"round_metal_chromance_silver_brown_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-chromance-silver-brown-mens-sunglasses-rb3447-001g5-53-rb3447-001g5-53_3.jpg?width=546&height=546","","","","","","","","","","","",""
"round_metal_chromance_silver_brown_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-chromance-silver-brown-mens-sunglasses-rb3447-001g5-53-rb3447-001g5-53_4.jpg?width=546&height=546","","","","","","","","","","","",""
"round_metal_chromance_silver_brown_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-chromance-silver-brown-mens-sunglasses-rb3447-001g5-53-rb3447-001g5-53_5.jpg?width=546&height=546","","","","","","","","","","","",""
"round_metal_chromance_silver_brown_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-chromance-silver-brown-mens-sunglasses-rb3447-001g5-53-rb3447-001g5-53_10.jpg?width=546&height=546","","","","","","","","","","","",""
"round_metal_chromance_silver/green_men's_sunglasses","Ray-Ban, Round Metal Chromance Silver/Green Men's Sunglasses","Ray Ban Sunglasses. Series Round Metal Chromance. Series number: RB3447. Color code: 004/G4. Shape: Round. Lens Width: 53 mm. Lens Bridge: 21 mm. Arm Length: 145 mm. 100% UV protection. Non-Polarized. Frame Material: Metal. Frame Color: Polished Gunmetal. Lenses Type: Silver/Green. Rim Style: Full-Rim. UPC/EAN code: 8056597965392. Ray Ban Round Metal Chromance Silver/Green Men's Sunglasses RB3447 004/G4 53.<br><br>All Ray Ban Eyewear may include Case/Pouch and may include a polishing cloth. Case size and color may vary.","RB3447 004/G4 53","754","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-chromance-silvergreen-mens-sunglasses-rb3447-004g4-53-rb3447-004g4-53.jpg?width=546&height=546","580.61","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-chromance-silvergreen-mens-sunglasses-rb3447-004g4-53-rb3447-004g4-53.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Ray-Ban, Round","Active","TRUE","https://www.jomashop.com/ray-ban-round-metal-chromance-silver-green-mens-sunglasses-rb3447-004-g4-53.html"
"round_metal_chromance_silver/green_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-chromance-silvergreen-mens-sunglasses-rb3447-004g4-53-rb3447-004g4-53_2_full-bleed.jpg?width=546&height=546","","","","","","","","","","","",""
"round_metal_chromance_silver/green_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-chromance-silvergreen-mens-sunglasses-rb3447-004g4-53-rb3447-004g4-53_3.jpg?width=546&height=546","","","","","","","","","","","",""
"round_metal_chromance_silver/green_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-chromance-silvergreen-mens-sunglasses-rb3447-004g4-53-rb3447-004g4-53_4.jpg?width=546&height=546","","","","","","","","","","","",""
"round_metal_chromance_silver/green_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-chromance-silvergreen-mens-sunglasses-rb3447-004g4-53-rb3447-004g4-53_5.jpg?width=546&height=546","","","","","","","","","","","",""
"round_metal_chromance_silver/green_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-chromance-silvergreen-mens-sunglasses-rb3447-004g4-53-rb3447-004g4-53_10.jpg?width=546&height=546","","","","","","","","","","","",""
"round_metal_chromance_silver/brown_men's_sunglasses","Ray-Ban, Round Metal Chromance Silver/Brown Men's Sunglasses","Ray Ban Sunglasses. Series Round Metal Chromance. Series number: RB3447. Color code: 001/G5. Shape: Round. Lens Width: 50 mm. Lens Bridge: 21 mm. Arm Length: 145 mm. 100% UV protection. Polarized. Frame Material: Metal. Frame Color: Polished Gold. Lenses Type: Silver/Brown. Rim Style: Full-Rim. UPC/EAN code: 8056597965354. Ray Ban Round Metal Chromance Silver/Brown Men's Sunglasses RB3447 001/G5 50.<br><br>All Ray Ban Eyewear may include Case/Pouch and may include a polishing cloth. Case size and color may vary.","RB3447 001/G5 50","754","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-chromance-silverbrown-mens-sunglasses-rb3447-001g5-50-rb3447-001g5-50.jpg?width=546&height=546","580.61","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-chromance-silverbrown-mens-sunglasses-rb3447-001g5-50-rb3447-001g5-50.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Ray-Ban, Round","Active","TRUE","https://www.jomashop.com/ray-ban-round-metal-chromance-silver-brown-mens-sunglasses-rb3447-001-g5-50.html"
"round_metal_chromance_silver/brown_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-chromance-silverbrown-mens-sunglasses-rb3447-001g5-50-rb3447-001g5-50_2_full-bleed.jpg?width=546&height=546","","","","","","","","","","","",""
"round_metal_chromance_silver/brown_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-chromance-silverbrown-mens-sunglasses-rb3447-001g5-50-rb3447-001g5-50_3.jpg?width=546&height=546","","","","","","","","","","","",""
"round_metal_chromance_silver/brown_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-chromance-silverbrown-mens-sunglasses-rb3447-001g5-50-rb3447-001g5-50_4.jpg?width=546&height=546","","","","","","","","","","","",""
"round_metal_chromance_silver/brown_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-chromance-silverbrown-mens-sunglasses-rb3447-001g5-50-rb3447-001g5-50_5.jpg?width=546&height=546","","","","","","","","","","","",""
"round_metal_chromance_silver/brown_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-chromance-silverbrown-mens-sunglasses-rb3447-001g5-50-rb3447-001g5-50_10.jpg?width=546&height=546","","","","","","","","","","","",""
"round_metal_full_color_legend_light_grey_gradient_men's_sunglasses","Ray-Ban, Round Metal Full Color Legend Light Grey Gradient Men's Sunglasses","Ray Ban Sunglasses. Series Round Metal Full Color Legend. Series number: RB3447JM. Color code: 919632. Shape: Round. Lens Width: 50 mm. Lens Bridge: 21 mm. Arm Length: 145 mm. Non-Polarized. Frame Material: Metal. Frame Color: Grey On Legend Gold. Lenses Type: Light Grey Gradient. Rim Style: Full-Rim. UPC/EAN code: 8056597446822. Ray Ban Round Metal Full Color Legend Light Grey Gradient Men's Sunglasses RB3447JM 919632 50.<br><br>All Ray Ban Eyewear may include Case/Pouch and may include a polishing cloth. Case size and color may vary.","RB3447JM 919632 50","597","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-full-color-legend-light-grey-gradient-mens-sunglasses-rb3447jm-919632-50.jpg?width=546&height=546","459.34","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/r/a/ray-ban-round-metal-full-color-legend-light-grey-gradient-mens-sunglasses-rb3447jm-919632-50.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Ray-Ban, Round","Active","TRUE","https://www.jomashop.com/ray-ban-round-metal-full-color-legend-light-grey-gradient-mens-sunglasses-rb3447jm-919632-50.html"
