Handle,Title,Body (HTML),Variant SKU,Variant Price,Image Src,Cost per item,Variant Image,Variant Fulfillment Service,Variant Inventory Policy,Variant Inventory Tracker,Google Shopping / Gender,Type,Vendor,Tags,Status,Published,product.metafields.custom.original_prodect_url
"grey_rectangular_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/b/a/balenciaga-grey-rectangular-mens-sunglasses-bb0261sa-001-57_10.jpg?width=546&height=546","","","","","","","","","","","",""
"polarized_grey_square_men's_sunglasses","Gucci, Polarized Grey Square Men's Sunglasses","Gucci Sunglasses. Series number: GG0381SN. Color code: 007. Shape: Square. Lens Width: 57 mm. Lens Bridge: 18 mm. Arm Length: 145 mm. 100% UV protection. Polarized. Frame Material: Acetate. Frame Color: Black. Lenses Type: Polarized Grey. Rim Style: Full-Rim. UPC/EAN code: 889652386317. Gucci Polarized Grey Square Men's Sunglasses GG0381SN 007 57. <br><br>Manufacturer's Packaging Included. Packaging Size And Color May Vary.","GG0381SN 007 57","1194","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-polarized-grey-square-mens-sunglasses-gg0381sn-007-57.jpg?width=546&height=546","918.71","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-polarized-grey-square-mens-sunglasses-gg0381sn-007-57.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Gucci","Active","TRUE","https://www.jomashop.com/gucci-grey-square-mens-sunglasses-gg0381sn-007-57.html"
"polarized_grey_square_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-polarized-grey-square-mens-sunglasses-gg0381sn-007-57_2_full-bleed.jpg?width=546&height=546","","","","","","","","","","","",""
"polarized_grey_square_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-polarized-grey-square-mens-sunglasses-gg0381sn-007-57_3.jpg?width=546&height=546","","","","","","","","","","","",""
"polarized_grey_square_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-polarized-grey-square-mens-sunglasses-gg0381sn-007-57_4.jpg?width=546&height=546","","","","","","","","","","","",""
"polarized_grey_square_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-polarized-grey-square-mens-sunglasses-gg0381sn-007-57_10.jpg?width=546&height=546","","","","","","","","","","","",""
"turner_green_navigator_men's_sunglasses","Tom Ford, Turner Green Navigator Men's Sunglasses","Tom Ford Sunglasses. Series Turner. Series number: FT1101. Color code: 52N. Shape: Navigator. Lens Width: 58 mm. Lens Bridge: 15 mm. Arm Length: 140 mm. 100% UV protection. Non-Polarized. Frame Material: Plastic. Frame Color: Dark Havana. Lenses Type: Green. Rim Style: Full-Rim. UPC/EAN code: 889214479631. Tom Ford Turner Green Navigator Men's Sunglasses FT1101 52N 58. <br><br>Manufacturer's Packaging Included. Packaging Size And Color May Vary.","FT1101 52N 58","1289","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-turner-green-navigator-mens-sunglasses-ft1101-52n-58.jpg?width=546&height=546","992.21","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-turner-green-navigator-mens-sunglasses-ft1101-52n-58.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Tom Ford, Turner","Active","TRUE","https://www.jomashop.com/tom-ford-turner-green-navigator-mens-sunglasses-ft1101-52n-58.html"
"turner_green_navigator_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-turner-green-navigator-mens-sunglasses-ft1101-52n-58_2.jpg?width=546&height=546","","","","","","","","","","","",""
"turner_green_navigator_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-turner-green-navigator-mens-sunglasses-ft1101-52n-58_3.jpg?width=546&height=546","","","","","","","","","","","",""
"turner_green_navigator_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-turner-green-navigator-mens-sunglasses-ft1101-52n-58_4.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_browline_men's_sunglasses","Gucci, Grey Browline Men's Sunglasses","Gucci Sunglasses. Series number: GG1345S. Color code: 004. Shape: Browline. Lens Width: 57 mm. Lens Bridge: 16 mm. Arm Length: 145 mm. 100% UV protection. Non-Polarized. Frame Material: Plastic. Frame Color: Blue. Lenses Type: Grey. Rim Style: Full-Rim. UPC/EAN code: 889652413235. Gucci Grey Browline Men's Sunglasses GG1345S 004 57. <br><br>Manufacturer's Packaging Included. Packaging Size And Color May Vary.","GG1345S 004 57","668","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-browline-mens-sunglasses-gg1345s-004-57.jpg?width=546&height=546","514.46","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-browline-mens-sunglasses-gg1345s-004-57.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Gucci","Active","TRUE","https://www.jomashop.com/gucci-grey-browline-mens-sunglasses-gg1345s-004-57.html"
"grey_browline_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-browline-mens-sunglasses-gg1345s-004-57_2_full-bleed.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_browline_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-browline-mens-sunglasses-gg1345s-004-57_3.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_browline_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-browline-mens-sunglasses-gg1345s-004-57_4.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_browline_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-browline-mens-sunglasses-gg1345s-004-57_5.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_browline_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-browline-mens-sunglasses-gg1345s-004-57_10.jpg?width=546&height=546","","","","","","","","","","","",""
"bruce_polarized_smoke_navigator_men's_sunglasses","Tom Ford, Bruce Polarized Smoke Navigator Men's Sunglasses","Tom Ford Sunglasses. Series Bruce. Series number: FT1026-N. Color code: 01D. Shape: Navigator. Lens Width: 61 mm. Lens Bridge: 12 mm. Arm Length: 145 mm. 100% UV protection. Polarized. Frame Material: Acetate. Frame Color: Shiny Black. Lenses Type: Polarized Smoke. Rim Style: Full-Rim. UPC/EAN code: 889214403421. Tom Ford Bruce Polarized Smoke Navigator Men's Sunglasses FT1026-N 01D 61. <br><br>Manufacturer's Packaging Included. Packaging Size And Color May Vary.","FT1026-N 01D 61","1098","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-bruce-polarized-smoke-navigator-mens-sunglasses-ft1026n-01d-61.jpg?width=546&height=546","845.21","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-bruce-polarized-smoke-navigator-mens-sunglasses-ft1026n-01d-61.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Tom Ford, Bruce","Active","TRUE","https://www.jomashop.com/tom-ford-polarized-smoke-navigator-mens-sunglasses-ft1026-n-01d-61.html"
"bruce_polarized_smoke_navigator_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-bruce-polarized-smoke-navigator-mens-sunglasses-ft1026n-01d-61_2.jpg?width=546&height=546","","","","","","","","","","","",""
"bruce_polarized_smoke_navigator_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-bruce-polarized-smoke-navigator-mens-sunglasses-ft1026n-01d-61_3_full-bleed.jpg?width=546&height=546","","","","","","","","","","","",""
"bruce_polarized_smoke_navigator_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-bruce-polarized-smoke-navigator-mens-sunglasses-ft1026n-01d-61_4.jpg?width=546&height=546","","","","","","","","","","","",""
"bruce_polarized_smoke_navigator_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-bruce-polarized-smoke-navigator-mens-sunglasses-ft1026n-01d-61_5.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_rectangular_men's_sunglasses","Versace, Grey Rectangular Men's Sunglasses","Versace Sunglasses. Series number: VE4406. Color code: 314/87. Shape: Rectangular. Lens Width: 56 mm. Lens Bridge: 19 mm. Arm Length: 140 mm. 100% UV protection. Non-Polarized. Frame Material: Plastic. Frame Color: White. Lenses Type: Grey. Rim Style: Full-Rim. UPC/EAN code: 8056597386708. Versace Grey Rectangular Men's Sunglasses VE4406 314/87 56. <br><br>Manufacturer's Packaging Included. Packaging Size And Color May Vary.","VE4406 314/87 56","716","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/v/e/versace-grey-rectangular-mens-sunglasses-ve4406-31487-56-ve4406-31487-56.jpg?width=546&height=546","551.21","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/v/e/versace-grey-rectangular-mens-sunglasses-ve4406-31487-56-ve4406-31487-56.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Versace Sunglasses","Active","TRUE","https://www.jomashop.com/versace-grey-rectangular-mens-sunglasses-0ve4406-314-8756.html"
"black_square_men's_sunglasses","Saint Laurent, Black Square Men's Sunglasses","Saint Laurent Sunglasses. Series number: SL 500. Color code: 001. Shape: Square. Lens Width: 54 mm. Lens Bridge: 19 mm. Arm Length: 145 mm. 100% UV protection. Frame Material: Acetate. Frame Color: Black. Lenses Type: Black. Rim Style: Full-Rim. UPC/EAN code: 889652376936. Saint Laurent Black Square Men's Sunglasses SL 500 001 54. <br><br>Manufacturer's Packaging Included. Packaging Size And Color May Vary.","SL 500 001 54","716","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/s/a/saint-laurent-black-square-mens-sunglasses-sl-500-001-54.jpg?width=546&height=546","551.21","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/s/a/saint-laurent-black-square-mens-sunglasses-sl-500-001-54.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Saint Laurent","Active","TRUE","https://www.jomashop.com/saint-laurent-black-square-mens-sunglasses-sl-500-001-54.html"
"black_square_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/s/a/saint-laurent-black-square-mens-sunglasses-sl-500-001-54_2_full-bleed.jpg?width=546&height=546","","","","","","","","","","","",""
"black_square_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/s/a/saint-laurent-black-square-mens-sunglasses-sl-500-001-54_3.jpg?width=546&height=546","","","","","","","","","","","",""
"black_square_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/s/a/saint-laurent-black-square-mens-sunglasses-sl-500-001-54_4.jpg?width=546&height=546","","","","","","","","","","","",""
"black_square_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/s/a/saint-laurent-black-square-mens-sunglasses-sl-500-001-54_5.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_smoke_pilot_men's_sunglasses","Gucci, Grey Smoke Pilot Men's Sunglasses","Gucci Sunglasses. Series number: GG1440S. Color code: 001. Shape: Pilot. Lens Width: 59 mm. Lens Bridge: 14 mm. Arm Length: 145 mm. 100% UV protection. Non-Polarized. Frame Material: Metal. Frame Color: Gold. Lenses Type: Grey Smoke. Rim Style: Full-Rim. UPC/EAN code: 889652439969. Gucci Grey Smoke Pilot Men's Sunglasses GG1440S 001 59. <br><br>Manufacturer's Packaging Included. Packaging Size And Color May Vary.","GG1440S 001 59","1433","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-smoke-pilot-mens-sunglasses-gg1440s-001-59.jpg?width=546&height=546","1102.46","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-smoke-pilot-mens-sunglasses-gg1440s-001-59.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Gucci","Active","TRUE","https://www.jomashop.com/gucci-grey-smoke-pilot-mens-sunglasses-gg1440s-001-59.html"
"grey_smoke_pilot_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-smoke-pilot-mens-sunglasses-gg1440s-001-59_2_full-bleed.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_smoke_pilot_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-smoke-pilot-mens-sunglasses-gg1440s-001-59_3.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_smoke_pilot_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-smoke-pilot-mens-sunglasses-gg1440s-001-59_4.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_smoke_pilot_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-smoke-pilot-mens-sunglasses-gg1440s-001-59_5.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_smoke_pilot_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-smoke-pilot-mens-sunglasses-gg1440s-001-59_10.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_mirror_oval_men's_sunglasses","Gucci, Grey Mirror Oval Men's Sunglasses","Gucci Sunglasses. Series number: GG1620S. Color code: 001. Shape: Oval. Lens Width: 52 mm. Lens Bridge: 20 mm. Arm Length: 145 mm. 100% UV protection. Non-Polarized. Frame Material: Plastic. Frame Color: Shiny Black. Lenses Type: Grey Mirror. Rim Style: Full-Rim. UPC/EAN code: 889652473987. Gucci Grey Mirror Oval Men's Sunglasses GG1620S 001 52. <br><br>Manufacturer's Packaging Included. Packaging Size And Color May Vary.","GG1620S 001 52","1098","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-mirror-phantos-mens-sunglasses-gg1620s-001-52.jpg?width=546&height=546","845.21","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-mirror-phantos-mens-sunglasses-gg1620s-001-52.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Gucci","Active","TRUE","https://www.jomashop.com/gucci-gradient-grey-phantos-mens-sunglasses-gg1620s-001-52.html"
"grey_mirror_oval_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-mirror-phantos-mens-sunglasses-gg1620s-001-52_2.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_mirror_oval_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-mirror-phantos-mens-sunglasses-gg1620s-001-52_3.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_mirror_oval_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-mirror-phantos-mens-sunglasses-gg1620s-001-52_4.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_mirror_oval_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-mirror-phantos-mens-sunglasses-gg1620s-001-52_10.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_mirror_square_men's_sunglasses","Gucci, Grey Mirror Square Men's Sunglasses","Gucci Sunglasses. Series number: GG1621SA. Color code: 001. Shape: Square. Lens Width: 53 mm. Lens Bridge: 21 mm. Arm Length: 145 mm. 100% UV protection. Non-Polarized. Frame Material: Plastic. Frame Color: Shiny Black. Lenses Type: Grey Mirror. Rim Style: Full-Rim. UPC/EAN code: 889652476575. Gucci Grey Mirror Square Men's Sunglasses GG1621SA 001 53. <br><br>Manufacturer's Packaging Included. Packaging Size And Color May Vary.","GG1621SA 001 53","1098","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-mirror-square-mens-sunglasses-gg1621sa-001-53.jpg?width=546&height=546","845.21","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-mirror-square-mens-sunglasses-gg1621sa-001-53.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Gucci","Active","TRUE","https://www.jomashop.com/gucci-gradient-grey-square-mens-sunglasses-gg1621sa-001-53.html"
"grey_mirror_square_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-mirror-square-mens-sunglasses-gg1621sa-001-53_2.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_mirror_square_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-mirror-square-mens-sunglasses-gg1621sa-001-53_3.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_mirror_square_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-mirror-square-mens-sunglasses-gg1621sa-001-53_4.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_mirror_square_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-mirror-square-mens-sunglasses-gg1621sa-001-53_10.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_mirror_square_men's_sunglasses","Gucci, Grey Mirror Square Men's Sunglasses","Gucci Sunglasses. Series number: GG1622S. Color code: 001. Shape: Square. Lens Width: 53 mm. Lens Bridge: 19 mm. Arm Length: 145 mm. 100% UV protection. Non-Polarized. Frame Material: Plastic. Frame Color: Shiny Black. Lenses Type: Grey Mirror. Rim Style: Full-Rim. UPC/EAN code: 889652474472. Gucci Grey Mirror Square Men's Sunglasses GG1622S 001 53. <br><br>Manufacturer's Packaging Included. Packaging Size And Color May Vary.","GG1622S 001 53","1098","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-mirror-square-mens-sunglasses-gg1622s-001-53.jpg?width=546&height=546","845.21","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-mirror-square-mens-sunglasses-gg1622s-001-53.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Gucci","Active","TRUE","https://www.jomashop.com/gucci-grey-with-light-silver-mirror-square-mens-sunglasses-gg1622s-001-53.html"
"grey_mirror_square_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-mirror-square-mens-sunglasses-gg1622s-001-53_2.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_mirror_square_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-mirror-square-mens-sunglasses-gg1622s-001-53_3.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_mirror_square_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-mirror-square-mens-sunglasses-gg1622s-001-53_4.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_mirror_square_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-mirror-square-mens-sunglasses-gg1622s-001-53_10.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_browline_men's_sunglasses","Gucci, Grey Browline Men's Sunglasses","Gucci Sunglasses. Series number: GG1570S. Color code: 001. Shape: Browline. Lens Width: 57 mm. Lens Bridge: 18 mm. Arm Length: 145 mm. 100% UV protection. Non-Polarized. Frame Material: Recycled Acetate. Frame Color: Black. Lenses Type: Grey. Rim Style: Full-Rim. UPC/EAN code: 889652469027. Gucci Grey Browline Men's Sunglasses GG1570S 001 57. <br><br>Manufacturer's Packaging Included. Packaging Size And Color May Vary.","GG1570S 001 57","788","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-browline-mens-sunglasses-gg1570s-001-57.jpg?width=546&height=546","606.34","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-browline-mens-sunglasses-gg1570s-001-57.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Gucci","Active","TRUE","https://www.jomashop.com/gucci-grey-browline-mens-sunglasses-gg1570s-001-57.html"
"brown_oversized_men's_sunglasses","Montblanc, Brown Oversized Men's Sunglasses","Montblanc Sunglasses. Series number: MB0353S. Color code: 006. Shape: Oversized. Lens Width: 49 mm. Lens Bridge: 20 mm. Arm Length: 145 mm. 100% UV protection. Non-Polarized. Frame Material: Acetate. Frame Color: Black. Lenses Type: Brown. Rim Style: Full-Rim. UPC/EAN code: 889652547923. Montblanc Brown Oversized Men's Sunglasses MB0353S 006 49. <br><br>Manufacturer's Packaging Included. Packaging Size And Color May Vary.","MB0353S 006 49","812","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/m/o/montblanc-brown-oversized-mens-sunglasses-mb0353s-006-49.jpg?width=546&height=546","624.71","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/m/o/montblanc-brown-oversized-mens-sunglasses-mb0353s-006-49.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Montblanc","Active","TRUE","https://www.jomashop.com/montblanc-brown-oversized-mens-sunglasses-mb0353s-006-49.html"
"brown_oversized_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/m/o/montblanc-brown-oversized-mens-sunglasses-mb0353s-006-49_2.jpg?width=546&height=546","","","","","","","","","","","",""
"brown_oversized_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/m/o/montblanc-brown-oversized-mens-sunglasses-mb0353s-006-49_3.jpg?width=546&height=546","","","","","","","","","","","",""
"brown_oversized_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/m/o/montblanc-brown-oversized-mens-sunglasses-mb0353s-006-49_4.jpg?width=546&height=546","","","","","","","","","","","",""
"green_square_men's_sunglasses","Gucci, Green Square Men's Sunglasses","Gucci Sunglasses. Series number: GG0001SN. Color code: 002. Size: 52. Shape: Square. Lens Width: 52 mm. Lens Bridge: 21 mm. Arm Length: 145 mm. 100% UV protection. Frame Material: Acetate. Frame Color: Black;Green. Lenses Type: Green. Rim Style: Full-Rim. UPC/EAN code: 889652384917. Gucci Green Square Men's Sunglasses GG0001SN 002 52. <br><br>Manufacturer's Packaging Included. Packaging Size And Color May Vary.","GG0001SN 002 52","907","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-green-square-mens-sunglasses-gg0001sn-002-52.jpg?width=546&height=546","698.21","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-green-square-mens-sunglasses-gg0001sn-002-52.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Gucci","Active","TRUE","https://www.jomashop.com/gucci-green-square-mens-sunglasses-gg0001sn-002.html"
"green_square_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-green-square-mens-sunglasses-gg0001sn-002-52_2_full-bleed.jpg?width=546&height=546","","","","","","","","","","","",""
"green_square_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-green-square-mens-sunglasses-gg0001sn-002-52_3.jpg?width=546&height=546","","","","","","","","","","","",""
"green_square_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-green-square-mens-sunglasses-gg0001sn-002-52_4.jpg?width=546&height=546","","","","","","","","","","","",""
"green_square_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-green-square-mens-sunglasses-gg0001sn-002-52_10.jpg?width=546&height=546","","","","","","","","","","","",""
